Brand,Label,Category,Price,Ingredients,Skin_Type,Benefits,Reviews
CeraVe,Moisturizing Cream,Moisturizer,73.7211140670785,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Lightweight and great for daily use. - Ananya, Chandigarh"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,44.70303129805618,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
La Roche-Posay,Cicaplast Baume B5,Treatment,11.748400749432191,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,12.943205962674975,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Lightweight and great for daily use. - Ananya, Chandigarh"
Neutrogena,Oil-Free Moisturizer,Moisturizer,6.3580487146774445,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Lightweight and great for daily use. - Ananya, Chandigarh"
The Inkey List,Salicylic Acid Cleanser,Cleanser,77.90293026444337,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,53.16141318766751,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,89.87916033490909,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Absorbs well but didn't see significant results. - Priya, Bangalore"
Himalaya,Solution,Exfoliant,11.711000040960815,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,92.40095721416516,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,37.78531498511188,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Caused a breakout, didn't work for me. - Simran, Pune"
CeraVe,Hydrating Cleanser,Cleanser,74.69889662785438,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Himalaya,Effaclar Duo,Treatment,85.31676564837719,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Kama Ayurveda,Hyaluronic Acid 2% + B5,Serum,80.30311458840333,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Absorbs well but didn't see significant results. - Priya, Bangalore"
Mamaearth,Hydro Boost Gel Cream,Moisturizer,79.2479397137218,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Kama Ayurveda,Moisturizing Cream,Moisturizer,24.68455332315509,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Affordable and effective! Would recommend. - Kunal, Jaipur"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,77.81986019903665,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
La Roche-Posay,Cicaplast Baume B5,Treatment,98.10074363042465,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,74.37733386674806,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Neutrogena,Oil-Free Moisturizer,Moisturizer,27.95446083138439,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Inkey List,Salicylic Acid Cleanser,Cleanser,49.592853309626335,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,75.94305704022403,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Kama Ayurveda,Protini Polypeptide Cream,Moisturizer,24.829755387611616,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
Biotique,Solution,Exfoliant,23.14675845890793,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,26.55703423905961,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Caused a breakout, didn't work for me. - Simran, Pune"
Kama Ayurveda,Niacinamide 10% + Zinc 1%,Serum,55.84704405612163,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Lightweight and great for daily use. - Ananya, Chandigarh"
CeraVe,Hydrating Cleanser,Cleanser,8.336335893550814,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
La Roche-Posay,Effaclar Duo,Treatment,78.47293375029943,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,54.21611627750073,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,28.482582162933618,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
CeraVe,Moisturizing Cream,Moisturizer,97.83705511822475,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Absorbs well but didn't see significant results. - Priya, Bangalore"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,58.892166369416415,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","A bit expensive, but worth the money. - Sneha, Kolkata"
La Roche-Posay,Cicaplast Baume B5,Treatment,61.54424316770925,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,36.46190748825238,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Kama Ayurveda,Oil-Free Moisturizer,Moisturizer,38.55278946478423,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Inkey List,Salicylic Acid Cleanser,Cleanser,49.038320206090106,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Affordable and effective! Would recommend. - Kunal, Jaipur"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,31.30319117750715,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,93.1682489381549,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
Glossier,Solution,Exfoliant,27.817667315099733,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Absorbs well but didn't see significant results. - Priya, Bangalore"
Forest Essentials,Superfood Antioxidant Cleanser,Cleanser,50.14794803961325,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,98.1436399373312,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
CeraVe,Hydrating Cleanser,Cleanser,28.050121627148105,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Absorbs well but didn't see significant results. - Priya, Bangalore"
La Roche-Posay,Effaclar Duo,Treatment,94.76453267572404,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,84.3792937914608,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,88.98966189345013,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Affordable and effective! Would recommend. - Kunal, Jaipur"
CeraVe,Moisturizing Cream,Moisturizer,64.10111917106826,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Himalaya,BHA Liquid Exfoliant,Exfoliant,74.98276432579148,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
La Roche-Posay,Cicaplast Baume B5,Treatment,72.36104316883268,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,87.39280163474899,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Lightweight and great for daily use. - Ananya, Chandigarh"
Neutrogena,Oil-Free Moisturizer,Moisturizer,23.301631679367954,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Lotus Herbals,Salicylic Acid Cleanser,Cleanser,15.67236165013304,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Lightweight and great for daily use. - Ananya, Chandigarh"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,39.35194510617657,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Caused a breakout, didn't work for me. - Simran, Pune"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,71.0567234343718,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
Forest Essentials,Solution,Exfoliant,14.138091180423851,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,6.511982640836008,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Kama Ayurveda,Niacinamide 10% + Zinc 1%,Serum,7.446100318679427,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Affordable and effective! Would recommend. - Kunal, Jaipur"
CeraVe,Hydrating Cleanser,Cleanser,62.4776740806506,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Absorbs well but didn't see significant results. - Priya, Bangalore"
La Roche-Posay,Effaclar Duo,Treatment,59.35907979206155,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Affordable and effective! Would recommend. - Kunal, Jaipur"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,64.7872545395847,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Absorbs well but didn't see significant results. - Priya, Bangalore"
Himalaya,Hydro Boost Gel Cream,Moisturizer,10.317486443986333,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
CeraVe,Moisturizing Cream,Moisturizer,96.71464531287324,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","A bit expensive, but worth the money. - Sneha, Kolkata"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,43.7822450223746,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
La Roche-Posay,Cicaplast Baume B5,Treatment,48.14272210918744,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Caused a breakout, didn't work for me. - Simran, Pune"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,41.88099141178062,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Neutrogena,Oil-Free Moisturizer,Moisturizer,48.95595415822599,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Forest Essentials,Salicylic Acid Cleanser,Cleanser,94.08767038683597,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,86.94324085642413,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Caused a breakout, didn't work for me. - Simran, Pune"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,40.4205288178909,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Caused a breakout, didn't work for me. - Simran, Pune"
Kama Ayurveda,Solution,Exfoliant,75.68382616493764,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Absorbs well but didn't see significant results. - Priya, Bangalore"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,78.34205089178859,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,60.23695920580392,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Affordable and effective! Would recommend. - Kunal, Jaipur"
Lotus Herbals,Hydrating Cleanser,Cleanser,89.8453513571265,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Absorbs well but didn't see significant results. - Priya, Bangalore"
Forest Essentials,Effaclar Duo,Treatment,66.08537951961773,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Lightweight and great for daily use. - Ananya, Chandigarh"
Mamaearth,Hyaluronic Acid 2% + B5,Serum,9.859913504753372,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Biotique,Hydro Boost Gel Cream,Moisturizer,16.068023445031546,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Absorbs well but didn't see significant results. - Priya, Bangalore"
CeraVe,Moisturizing Cream,Moisturizer,40.73008109962737,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Caused a breakout, didn't work for me. - Simran, Pune"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,73.6511773346715,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
Himalaya,Cicaplast Baume B5,Treatment,57.61170201742698,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","A bit expensive, but worth the money. - Sneha, Kolkata"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,27.44908301219549,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Lotus Herbals,Oil-Free Moisturizer,Moisturizer,48.598277086006334,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Biotique,Salicylic Acid Cleanser,Cleanser,86.68749838702887,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Caused a breakout, didn't work for me. - Simran, Pune"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,18.889718283352025,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
